cgpa,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,salary_lpa
9.11,1,1,1,0,1,98.2,9.5,66.3,0,3,0,69.1,3,1,94.1
8.92,2,1,0,0,1,33.8,9.5,98.9,1,2,0,70.1,2,1,72.98
8.28,3,0,1,1,1,44.9,6.8,44.6,1,6,0,91.1,3,1,59.08
8.36,2,0,0,0,0,72.1,7.1,76.3,1,5,0,52.2,0,1,43.84
5.94,3,0,0,0,1,1.7,4.3,74.4,2,1,0,45.7,1,1,45.29
6.3,1,1,1,0,1,68.9,5.7,81.6,0,1,1,56.7,3,1,69.19
7.89,3,1,1,1,1,5.6,8.5,91.1,0,1,0,69.8,4,1,55.56
8.42,3,1,1,0,0,40.5,9.9,57.5,0,2,0,63,2,1,86.32
9.74,3,0,1,0,0,68.4,5.1,71.3,1,3,0,46.2,1,1,39.89
6.09,1,0,0,0,0,43.1,7.1,48.4,1,1,0,38.2,0,1,48.85
8.43,2,0,1,0,1,91,6.3,77.8,1,4,0,71.5,2,1,57.24
8.69,1,0,0,0,1,63.3,8.3,55.4,2,5,0,77.9,1,1,44
9.68,3,1,1,0,0,58,9.5,50.6,0,1,0,51.2,2,1,71.09
8.98,3,0,1,1,0,29.9,4.6,56.3,2,1,0,54.7,2,1,79.14
9.53,1,0,0,0,0,65.8,8.4,87.2,0,5,1,49.7,0,1,45.26
6.81,3,1,0,0,0,99.6,6.8,89,1,3,0,59.3,1,1,47.74
9.55,3,0,1,0,1,27.7,6.7,60.7,0,6,0,66.7,2,1,66.54
9.91,3,1,0,0,0,6.9,7.5,75.9,2,4,0,72,1,1,42.06
6.79,1,1,1,0,0,91.7,8.8,67.1,2,3,1,82.6,2,1,78.32
7.32,1,1,1,0,1,45.7,4.9,95.8,1,2,1,61.9,3,1,90.52
7.09,2,1,0,1,1,28.5,7.5,46.6,3,4,2,107.1,3,1,93.89
7.06,2,0,1,0,0,22.1,7.2,99.8,2,5,0,74.4,1,1,38.64
9.68,1,1,1,0,1,85,5.7,97.1,0,1,0,56.7,3,1,118.4
7.51,1,0,1,0,0,59.9,6.1,97.2,3,4,0,74,1,1,48.27
7.43,3,0,1,0,1,61.3,4.9,97.7,1,5,0,67.4,2,1,83.18
6.03,3,1,1,0,1,81.5,5.6,57.8,0,1,0,47.7,3,1,52.97
5.51,2,1,0,1,0,63.9,5.4,82.8,2,1,0,60.4,2,1,74.89
7.27,2,1,1,0,0,47.5,6.2,61.5,1,6,1,78.5,2,1,88.54
7.02,2,0,1,0,0,79.4,6.9,60,0,2,1,36.8,1,1,39.35
6.05,2,1,1,0,0,29.8,8,59.7,0,1,0,46.8,2,1,75.48
7.45,2,0,1,1,1,58.3,6.8,89.1,1,6,1,89.7,3,1,75.4
6.17,2,0,0,0,1,32.2,4.2,47.6,3,1,0,62.5,1,1,43.91
5.57,1,0,1,1,1,51,5.8,49.1,0,5,0,76.2,3,1,80.51
8.5,1,0,1,0,0,98.1,8.4,47.1,2,6,0,85.1,1,1,55.4
7.7,3,0,0,0,0,74.3,8.3,48.2,2,4,2,60.1,0,1,48.66
7.25,2,0,1,0,0,46,5.7,62.2,0,6,0,57.7,1,1,37.72
9.74,3,0,0,0,0,49.7,4.7,64.1,1,5,0,46.8,0,1,41.3
8.9,3,1,0,1,0,4.7,5.1,97.4,0,4,0,56.1,2,1,63.61
9.22,1,1,1,1,1,92,4.6,72.6,2,3,0,85.5,4,1,74.51
7.31,3,1,0,1,0,90,9.6,80.3,1,5,0,84.7,2,1,80.89
5.97,3,1,1,1,1,20.8,7.4,92.1,1,1,0,75.2,4,1,68.84
8.49,1,0,1,1,0,1.8,8.2,41.3,1,6,0,84,2,1,79.08
6.81,2,1,1,0,0,93.3,8.3,74.6,1,2,0,67,2,1,79.14
8.34,2,0,1,1,0,97.9,6.3,56,1,6,1,75.6,2,1,75.12
8.23,2,1,1,0,0,27.4,9.9,75.8,2,3,0,79.8,2,1,60.98
9.78,2,1,0,0,1,90.6,7.2,77.8,0,4,0,58.2,2,1,65.63
9.68,1,1,0,0,1,82.8,9.8,93.4,1,4,0,80.9,2,1,67.54
6.33,3,1,0,0,1,63.4,4.8,66.6,1,3,0,58.8,2,1,66.13
9.37,2,0,1,0,0,51.2,9.6,42.9,1,4,0,65.1,1,1,52.84
8.68,3,1,0,1,0,33.6,7.5,46.2,2,1,0,68.4,2,1,70.68
8.87,2,1,1,0,0,53,5.6,41.3,2,3,0,68.2,2,1,59.47
8.02,1,0,0,0,0,60.1,4.4,83.3,0,4,0,30.9,0,1,44.29
9.06,2,0,1,0,1,76.6,7.9,89.4,1,3,0,70.2,2,1,65.46
8.64,1,1,0,0,1,11.2,5.6,69.5,2,1,0,57.5,2,1,73.57
9.46,1,1,0,0,1,60.8,9.9,90.5,0,3,1,67.4,2,1,64.24
8.91,3,1,1,0,0,84.5,8.4,98.8,0,4,0,68.1,2,1,92
9.18,2,1,1,0,1,92.6,4.1,44.5,0,6,0,67.9,3,1,74.27
6.68,3,1,1,0,1,24.1,8.5,85,0,5,0,75.6,3,1,54.39
8.77,1,1,0,0,0,57.7,4.9,61.4,1,5,0,58.1,1,1,45
5.85,1,1,1,1,0,37.6,9.6,70.2,1,2,1,74.7,3,1,76.72
5.96,2,1,1,0,0,85.4,8.5,56.3,0,4,1,69.5,2,1,89.02
7.6,2,1,0,1,1,78.2,5.2,45.2,1,5,0,76.6,3,1,78.21
8.63,1,0,0,0,0,81.8,5,88.5,1,2,1,34.4,0,1,46.42
9.74,2,0,1,0,0,40.7,8.1,53.6,1,6,1,72,1,1,52.98
8.43,1,1,0,1,0,17.8,5.4,65.1,0,6,0,68.5,2,1,80.61
8.98,2,0,0,1,0,79.3,5.7,78.8,2,3,0,58.4,1,1,47.47
7.78,3,1,1,0,1,30.9,8.2,41,1,4,0,81.7,3,1,59.01
6.42,3,1,1,0,1,38.2,5.8,41.5,0,3,0,62,3,1,60.31
9.52,3,0,0,1,1,85.7,6.5,45.4,1,5,0,78.4,2,1,52.95
6.19,2,1,0,0,0,86.2,6.9,99.7,1,4,1,65.7,1,1,40.63
7.94,2,0,1,0,0,91.5,6.8,43.8,1,4,0,58.3,1,1,54.05
6.16,2,1,0,0,1,63.6,5,65.8,0,2,0,43.1,2,1,72.24
7.99,1,0,0,1,1,86.2,7.4,64.6,0,4,0,60.4,2,1,90.78
5.5,1,0,1,1,0,5.5,7.2,96.1,1,6,0,81.8,2,1,52.31
5.99,1,0,1,0,1,8.9,7.1,95.1,3,2,0,77.4,2,1,80.45
8.6,1,1,1,0,1,31,7,64.1,2,1,0,77,3,1,90.54
8.15,3,1,0,1,1,23.4,5.2,82.9,0,2,0,60.2,3,1,77.89
9.28,2,1,0,0,1,26.6,8.6,52.4,0,3,1,55.8,2,1,85.19
8.3,3,1,1,1,1,48.3,4.7,46.9,2,2,0,81.4,4,1,86.17
5.26,3,0,1,1,0,41.6,9.9,52,0,6,0,78.5,2,1,59
5.24,1,0,1,0,0,40.3,7.9,81.9,1,6,0,73.8,1,1,37.63
9.41,1,0,1,0,0,0.7,8.9,61.6,1,5,0,70.5,1,1,44.12
9.67,1,1,0,0,1,85,6.5,46.7,0,6,0,73,2,1,76.89
5.66,1,1,1,1,0,32.6,6.8,92.6,0,6,0,84.9,3,1,68
7.9,1,1,1,0,1,3.9,5.1,89.9,2,1,0,68.8,3,1,81.15
5.08,3,0,1,1,0,3.6,9.4,44.4,2,1,0,76.4,2,1,61.02
5.2,1,1,0,0,1,28.4,7.5,75.2,1,4,2,77.5,2,1,53.47
7.53,1,0,1,0,1,78.5,8.8,48.1,1,5,0,85.7,2,1,73.17
6.23,1,1,1,1,0,67.7,8.7,47.9,1,3,0,78.5,3,1,66.19
9.86,2,0,1,0,1,87.4,7.4,40.5,0,4,0,62,2,1,85.89
6.55,3,0,0,1,1,12.7,6.1,75.5,2,2,0,66.1,2,1,90.58
5.96,3,0,1,0,0,96.9,8.3,52.7,0,3,0,50.1,1,1,46.56
8.46,1,1,1,0,0,87.9,6.5,68.9,0,1,0,41.2,2,1,62.15
8.82,3,0,1,0,1,73.6,8.6,79.4,1,4,0,77,2,1,61.46
6.53,2,1,0,0,1,58.4,7.1,59.1,2,1,0,68.6,2,1,67.3
5.26,3,1,1,0,0,48.3,9.3,62.7,2,3,0,87.5,2,1,76.5
9.05,1,1,0,0,0,26.5,8.4,78.2,2,6,0,89.5,1,1,42.71
6.92,3,1,1,0,0,50.9,4.9,76.7,1,1,0,44.8,2,1,57.11
9.84,1,0,1,0,0,34.3,7.4,44.4,2,2,0,60.6,1,1,49.36
8.31,3,1,1,1,0,53.2,5.7,42.8,1,2,0,65.3,3,1,72.67
6.97,3,0,1,1,1,78.6,6,89,1,6,1,83.8,3,1,80.79
6.6,3,1,1,0,0,87.5,5.8,45.7,2,1,0,57.9,2,1,55.54
9.83,3,1,1,0,0,67,4.4,55.4,2,2,1,58.5,2,1,75.15
5.33,2,1,0,0,0,94.9,5.5,71.9,1,5,0,64.6,1,1,45.68
5.49,2,1,1,0,0,8.1,10,87,3,4,0,100.3,2,1,85.04
7.56,2,0,1,0,1,94.1,6,42.5,1,5,0,75.6,2,1,57.48
8.52,2,1,1,1,0,37.3,7,74.7,0,3,0,67.3,3,1,49.91
7.64,2,1,1,0,0,17.5,9.9,73.7,1,3,0,78.6,2,1,81.72
5.92,3,1,1,1,1,12.9,4.1,81.4,0,1,0,58,4,1,68.05
9.85,1,0,1,0,0,25.4,9,69.1,1,4,0,63.9,1,1,46.48
5.94,2,1,0,0,0,73.4,4.3,93.3,2,1,0,44.8,1,1,40.31
9.17,1,0,1,0,1,49.7,4.6,57.4,3,4,0,81.4,2,1,92.6
6.87,3,1,1,0,1,33.4,8.9,42.3,2,1,0,83.7,3,1,80.53
5.48,1,0,1,0,1,25,9.3,88.8,3,5,1,99,2,1,84.36
9.42,3,1,0,0,0,96.2,8.6,69.3,0,2,0,48.7,1,1,44.93
7.46,2,0,0,1,1,29.2,9.2,86.3,1,1,0,58.1,2,1,86.91
9.73,3,1,1,0,1,45,5.1,70.5,1,2,1,60.6,3,1,74.29
6.71,3,1,0,1,0,95.1,7.7,82.4,0,6,0,77.4,2,1,66.63
8.6,1,1,1,0,0,22.2,8.9,76.5,1,1,1,63.9,2,1,89.2
5.06,2,1,0,0,0,58,9.4,59.2,1,6,1,79.2,1,1,51.5
7.36,3,0,1,0,1,96.2,5.1,80.6,0,3,0,50.4,2,1,60.93
8.75,3,1,1,0,1,66.7,4.3,59.6,1,3,0,67.4,3,1,72.91
8.61,2,0,1,1,1,29.9,5.9,80.3,0,5,0,76.4,3,1,63.42
7.64,2,1,1,1,1,7.4,4.3,96.3,1,3,0,80.3,4,1,70.4
8.59,2,1,1,0,1,58.2,4.8,67.7,2,4,0,86.5,3,1,85.38
9.61,3,1,1,0,1,0.5,8.5,94.2,0,3,1,70.1,3,1,88.9
6.71,1,1,1,0,1,58,5,80.5,0,3,0,61,3,1,55.95
5.79,3,1,0,0,0,74.8,5.6,92.9,2,4,0,62.6,1,1,52.69
9.91,2,1,1,1,1,33.9,6.8,91.5,0,5,0,80.7,4,1,72.65
7.28,1,0,1,0,1,48.9,6.1,95.5,0,1,0,40.9,2,1,65.16
5.73,3,1,1,0,0,80.1,6.7,80.2,0,5,0,67.3,2,1,63.5
7.26,1,1,1,0,0,9.5,5.2,64.8,0,6,0,67.2,2,1,62
7.06,3,0,1,0,1,84.2,5.4,92,0,5,0,59.2,2,1,55.21
7.11,1,1,0,0,0,5.5,5.2,40.6,1,6,0,62.4,1,1,45.62
8,3,1,1,0,1,87.1,4.1,66.1,0,1,0,42.8,3,1,87.21
9.11,3,0,0,0,0,15,7,88.1,1,6,0,65,0,1,40.57
7.04,2,0,1,1,0,4.5,5.9,57.5,2,4,0,81.5,2,1,62.23
6.22,1,1,0,0,0,64.8,8.3,50.7,0,3,0,51.2,1,1,43.02
5.47,1,1,0,1,0,44.5,4.7,61.1,3,2,0,71.2,2,1,73.64
8.95,3,1,0,0,0,69.3,8.7,89.6,3,4,3,83.5,1,1,48.84
9.91,3,1,0,0,1,60.4,9.6,54,0,5,0,77.9,2,1,93.78
8.66,1,1,0,0,1,22,6.6,86.9,2,3,0,76.4,2,1,71.02
7.8,1,1,1,0,0,70.5,8.4,58.2,0,1,2,50.9,2,1,55.98
6.68,1,1,1,1,0,1.1,8.7,89.3,0,4,0,73.6,3,1,48.29
9.28,2,0,1,1,0,4.1,8.2,67.1,0,3,0,61.7,2,1,81.93
7.43,1,0,0,0,0,68.3,8,97,2,2,0,51.4,0,1,41.93
5.67,3,0,1,0,1,11.3,5.5,88.4,2,1,0,64.5,2,1,75.25
8.85,3,1,0,1,1,40.8,5.7,83.9,0,6,0,75,3,1,81.65
5,2,0,1,1,0,77.8,7.7,98.3,1,6,0,82.1,2,1,71.82
8.52,1,1,0,1,0,30.4,9.5,59.3,0,3,0,60.5,2,1,82.26
9.35,2,0,1,0,0,49.1,8.3,96.3,0,6,0,66.8,1,1,42.62
6.95,3,1,1,1,0,24.7,10,46.2,0,1,0,62.1,3,1,85.7
6.6,2,1,1,0,1,6.3,8.9,69.7,0,5,0,84.1,3,1,71.41
5.95,2,1,1,0,1,2.8,9,87.3,0,6,0,82.4,3,1,70.98
7.54,2,1,0,0,1,39.6,5.8,92,2,4,0,73.5,2,1,80.99
6.05,2,1,1,0,1,11.1,5.1,65.7,0,2,1,54.9,3,1,72.61
9.11,3,1,0,0,1,75.3,8.9,42,1,4,0,81.3,2,1,91.65
6.74,3,1,1,0,1,84.3,6.2,40.6,1,4,1,78.1,3,1,52.41
9.15,3,1,1,1,0,47,9.7,86,3,3,1,107,3,1,86.97
9.78,1,1,1,0,0,45.4,5.3,40.2,0,4,0,55.4,2,1,73.51
5.24,1,1,1,1,0,57.2,5.5,53.7,0,3,1,59.2,3,1,82.9
8.56,1,0,0,0,0,19.2,6,83.7,1,6,1,53.5,0,1,38.86
6.31,3,1,0,0,0,89.6,7.8,83.8,3,1,0,71.8,1,1,52.21
8.79,3,1,1,1,0,30.9,7.7,97.8,0,4,0,72.5,3,1,63.55
8.25,3,1,1,0,0,92.8,9.6,83.2,2,5,0,98.1,2,1,78.1
9.34,2,0,0,0,0,2.2,9.2,73.2,1,2,0,49.5,0,1,36.75
9.84,1,1,1,0,1,4.8,4.9,64.8,1,3,0,73.2,3,1,68.75
7.69,3,0,0,1,1,63.5,9.5,41.1,1,1,0,60,2,1,93.7
8.31,3,1,0,1,0,33.5,8.9,88.2,2,5,0,95.8,2,1,60.45
8.4,3,0,1,1,1,17.1,9.4,79.4,2,3,0,89,3,1,76.44
7.22,2,0,0,0,1,26.8,6,79.6,0,4,0,50.7,1,1,37.55
7.35,1,1,1,0,1,84.7,4.1,64.2,3,3,0,91.6,3,1,99.88
7.49,1,1,1,1,0,63.1,4.5,69.3,0,1,0,52.6,3,1,72.88
7.15,2,1,0,1,0,97.8,8.9,73.3,3,3,0,92.7,2,1,78.29
7.68,3,1,0,0,1,21.4,5.2,64.8,0,6,0,65,2,1,56.33
7.43,3,1,0,1,1,96.1,4.1,50.3,1,2,1,66.8,3,1,71.84
6.63,3,0,1,0,0,0.9,8.8,50.6,1,6,0,75.6,1,1,40.75
7.62,1,0,1,0,0,0.6,6.3,43.8,3,4,0,83.2,1,1,41.12
6.31,1,1,1,0,0,72.4,8.8,57.4,1,5,1,84.9,2,1,76.19
9.12,1,1,1,1,1,83.2,7.7,79.9,0,2,0,69.9,4,1,103.02
9.91,1,1,0,0,0,59.9,6.5,65.9,0,3,0,45.7,1,1,46.37
8.54,3,1,0,1,1,36.1,5.3,63.1,2,6,0,91.1,3,1,90.85
9.02,2,1,0,0,0,25.5,5.6,73.4,1,6,0,71.5,1,1,46.41
8.58,3,1,0,0,0,12.7,6.9,85.8,0,4,0,51.2,1,1,37.5
8.14,1,0,1,1,0,41.7,6.3,72.1,2,5,0,83,2,1,89.6
7.52,3,1,1,0,0,85.4,5.5,92.6,0,2,0,46.6,2,1,50.06
7.48,2,0,1,0,1,42,7.6,46.3,1,3,1,71.4,2,1,82.8
7.83,1,1,0,1,0,67.2,4,95.5,0,3,1,51.1,2,1,70
5.7,3,0,1,0,1,36.5,9.5,86.8,2,3,0,87.2,2,1,70.04
5.98,3,0,1,0,1,14.4,9.8,76.2,2,4,0,84.8,2,1,53.22
7.97,3,0,0,1,0,22.7,5,80.1,1,6,1,60.6,1,1,42.13
9.82,2,0,0,1,0,21.5,9,99.2,1,1,0,55.2,1,1,44.84
5.93,3,1,1,0,1,39.4,5.6,50.1,1,4,1,78.2,3,1,64.21
7.77,3,0,1,0,1,81.8,7.5,55.1,0,5,0,68.7,2,1,67.45
7.81,2,0,0,0,1,85.2,7.4,71.9,1,1,0,48,1,1,42.13
5.26,2,0,0,0,1,3.9,8,56.4,2,4,0,74.2,1,1,41.53
9.98,2,1,0,1,0,83.3,6.7,83.2,0,1,1,46.4,2,1,77.7
7.09,1,1,1,0,0,99.2,9.6,58.5,0,6,0,79.6,2,1,55.25
6.01,1,1,1,1,0,50.4,6.8,55.2,1,3,0,79.3,3,1,79.3
8.7,3,1,1,1,0,33.8,6.8,59.8,2,2,1,81.7,3,1,51.85
5.17,2,0,1,1,0,45.1,9.5,88.9,1,2,0,71.4,2,1,50.62
5.72,2,1,0,1,1,52.8,7.2,67.7,0,6,0,83,3,1,75.17
9.4,1,1,1,1,0,68.9,9.6,55,1,4,0,86.5,3,1,88.38
7.41,2,1,0,0,1,51.1,8.4,64.7,1,1,0,63.5,2,1,83.95
8.2,2,0,1,0,0,24,7.3,46.5,3,6,0,96.5,1,1,49.73
5.96,3,0,0,0,0,99.2,5.4,58.6,3,4,0,70.5,0,1,48.75
8.69,3,1,1,0,1,44.3,7.6,68.6,3,5,0,109.8,3,1,78.38
8.98,2,0,1,0,0,45.1,5.5,87.4,1,2,0,46.8,1,1,51.08
7.01,3,1,0,1,0,12.3,9.6,67.2,2,3,0,85.1,2,1,74.31
9.21,2,1,0,0,0,18.9,5.6,72.1,2,4,0,64.3,1,1,47.04
6.21,3,0,1,0,0,50.7,8.1,78,2,3,0,67.1,1,1,41.72
7.61,1,1,0,1,0,29,7.2,41.4,0,5,0,69.9,2,1,66.14
8.05,1,1,1,1,1,46.7,7.4,66.7,1,5,1,100.2,4,1,77.16
9.23,3,1,1,0,0,73.2,5,61.1,0,6,1,65.6,2,1,61.93
9.74,3,1,0,0,0,98.9,6.8,44.5,3,3,0,73.8,1,1,53.54
7.21,1,1,0,0,1,97.6,5.9,67.7,1,5,1,72.4,2,1,85.73
6.62,2,1,0,0,0,82.2,5.8,82.3,1,3,0,55.9,1,1,46.79
7.1,1,0,0,0,0,80.6,8.7,74.9,2,2,0,59.8,0,1,43.61
7.05,2,1,0,0,0,57.8,6.3,72.1,2,3,0,62.3,1,1,47.5
5.47,1,1,0,1,0,12.9,7.2,63.7,0,3,0,54.6,2,1,64.34
5.99,2,1,0,0,1,11,6.8,44.3,1,6,0,80.6,2,1,75.77
9.75,1,1,0,1,0,82.9,8.9,51.3,2,3,3,79.3,2,1,55.57
7.28,1,1,1,0,1,1.4,7.6,73.8,0,6,0,82.3,3,1,69.69
6.28,3,1,1,0,0,68.4,4.1,84.1,1,4,0,64.5,2,1,84.39
8.63,1,0,0,0,0,64.6,6.4,44.7,1,2,0,37.1,0,1,49.13
5.37,1,1,1,0,1,98,7.3,97,0,6,0,79.8,3,1,100.11
8.49,3,1,0,0,1,52.9,6.4,59.3,1,3,0,62.8,2,1,52.62
8.65,1,1,0,0,0,2.1,7.6,80.2,1,3,0,54.9,1,1,44.36
5.22,1,1,0,0,1,9.8,8.2,60.3,0,6,0,77.9,2,1,77.16
9.16,2,0,1,0,0,34,7.7,93.5,1,3,0,61.8,1,1,42.02
6.76,1,1,0,0,0,95.3,6.4,60.2,0,5,2,57.2,1,1,42.86
8.96,2,1,0,1,0,26.3,6.3,69.9,0,3,0,49.1,2,1,63.99
8.87,1,1,1,0,1,70,5.5,94.2,0,1,1,53.6,3,1,90.49
6.39,3,1,1,0,0,80.3,6.6,54,3,3,1,86.7,2,1,60.28
9.59,3,1,1,1,0,66.8,4.6,70.5,0,3,0,59.7,3,1,69.68
6.12,1,1,1,1,0,64.2,8.9,73.6,0,3,0,72.7,3,1,77.86
6.96,1,1,1,0,1,42.4,6.5,48.4,1,3,0,72.8,3,1,75.93
7.77,3,1,0,0,0,83.6,9.8,66.3,1,2,1,56.5,1,1,45.22
7,3,0,0,0,1,91.2,7,98,3,6,0,91.5,1,1,52.29
6.68,3,1,1,0,0,26.8,9.1,58.8,2,3,0,84.2,2,1,80.62
5.16,2,1,1,0,1,79.2,5.8,42.2,3,5,0,100.8,3,1,96.3
5.4,2,0,1,1,0,72.6,7.9,83.9,1,6,1,81.4,2,1,54.42
9.14,3,0,1,1,1,59.6,6.8,61.9,1,5,1,87.2,3,1,90.66
9.98,1,1,0,1,1,79,8.9,45.1,1,1,0,73.2,3,1,110.44
7.41,3,0,1,0,0,84.9,7.1,96,2,6,1,82.7,1,1,40.17
8.84,1,0,1,0,0,26.2,7,65.1,2,2,0,64.2,1,1,49.65
8.57,2,1,0,0,0,21.5,5.2,99.4,2,2,1,51.6,1,1,47.61
5.21,1,0,0,0,0,91.7,6.3,90.7,0,6,0,47.2,0,1,37.61
7.26,2,1,0,0,0,43.4,5.7,92.2,1,5,0,59.4,1,1,46.12
8.88,1,0,1,1,1,95.3,6.3,87.2,1,5,0,80.9,3,1,70.49
7.14,2,0,1,0,0,92.8,7.2,61.2,2,4,0,73.8,1,1,53.78
8.93,2,1,1,0,0,73.8,7.6,50.7,0,2,0,57.6,2,1,76.34
7.43,3,1,1,0,0,60.3,5.9,94.6,2,3,0,70.6,2,1,59.84
7.36,2,1,0,1,1,94.7,6.4,53,1,4,0,83.3,3,1,62.16
6.84,2,0,1,1,0,49,4.2,77.5,1,6,0,77.3,2,1,69.15
9.47,2,0,1,0,1,14.1,5.3,73.5,2,3,0,69.6,2,1,71.09
8.5,2,1,1,0,0,18.8,8.9,94.9,1,2,0,67.5,2,1,82.69
8.76,3,1,1,1,1,63.6,5.8,99,0,4,0,78.2,4,1,51.34
8.59,3,1,0,0,1,6.3,4.6,79,0,4,0,58.6,2,1,65.03
5.18,1,1,1,0,0,10.3,7.7,45.7,2,3,3,79.9,2,1,83.16
9.19,1,0,1,0,0,10.8,6.6,47.4,1,1,0,46.3,1,1,41.03
7.35,1,1,0,0,1,78.4,7.1,91.5,1,2,0,61.1,2,1,79.77
6.83,3,1,0,0,1,82.8,6.5,71.1,0,1,0,42.9,2,1,75.67
7.57,2,0,0,0,1,42.7,7.8,83.7,1,2,0,52.2,1,1,45.78
8.58,2,1,0,1,0,96.2,8.3,78.7,2,5,0,94.7,2,1,89.25
8.92,3,1,0,0,0,67.9,8.4,97.9,0,6,0,64.9,1,1,46.49
6.9,2,1,1,0,0,96.9,4.5,60.8,1,1,0,49,2,1,73.06
9.83,1,0,1,1,0,69.9,5.5,42.4,1,4,0,63.9,2,1,71.78
6.52,3,1,1,1,0,95.4,9.5,43.2,1,6,0,97.8,3,1,96.53
8.12,3,1,0,0,0,37.5,9.6,89.7,0,1,1,40.4,1,1,43.16
8.29,1,1,1,0,1,78.3,7.3,49.3,0,3,1,63.2,3,1,110.96
6.18,1,1,0,1,0,95.3,4.3,82.6,1,2,0,48.7,2,1,84.68
7.11,3,1,1,0,1,30.1,7.3,57.4,1,5,0,88.8,3,1,55.31
6.75,2,1,0,0,0,70.5,9.4,66.1,1,2,0,58.1,1,1,40.77
8.83,1,1,0,0,1,76.9,4.9,84.5,1,3,2,63.4,2,1,87.73
8.01,2,1,0,1,0,46.5,10,69.6,0,5,0,78,2,1,64.23
6.73,3,0,1,0,0,56.9,5.5,69.8,2,5,0,67,1,1,45.83
7.51,2,1,0,0,0,19.6,9.8,49.2,0,6,0,66.2,1,1,45.95
9.2,1,0,1,0,1,15.3,4.5,78.5,1,2,0,55.8,2,1,67.68
9.66,3,1,0,0,0,25.5,7.7,96.7,0,6,1,67.6,1,1,50.28
7.3,3,0,0,0,0,50.5,7.2,98.4,3,6,0,86,0,1,38.53
7.18,1,1,1,0,0,46.2,9.5,59.6,1,4,1,81,2,1,69.2
5.52,3,1,1,0,0,2.6,8.8,76,2,3,0,81.7,2,1,62.25
8.23,3,1,1,0,1,70.6,7.2,80.7,2,3,0,89.9,3,1,92.3
5.22,1,1,1,0,0,79.6,6,40.2,3,5,1,96.3,2,1,76.3
8.29,2,1,1,0,0,54.4,6.8,47.6,1,4,0,66.4,2,1,89.51
9.79,2,0,0,0,1,85,6.6,95.7,1,2,0,49.4,1,1,41.89
7.25,2,1,1,0,0,37.9,9.4,40.6,1,5,0,79,2,1,54.15
8.13,1,1,0,1,1,54.8,7.7,45.5,1,5,0,92.6,3,1,93.55
9.81,1,0,0,0,1,25.6,9.6,75.6,2,1,2,67.5,1,1,41.53
6.45,3,1,1,1,1,83.8,7.2,52.5,1,6,0,100.7,4,1,74.95
9.66,1,1,1,0,0,48.5,5.5,71.7,0,6,1,70,2,1,71.33
9.22,2,1,0,1,0,53.9,6.7,73.9,1,2,1,60.2,2,1,82.24
5.35,3,1,1,0,1,7.4,5.3,84.9,1,4,0,80.4,3,1,69.27
9.62,3,0,0,0,1,30.9,10,42.3,0,3,0,58.8,1,1,50.34
8.64,1,1,0,0,0,98.2,4.6,75.4,1,2,1,39.7,1,1,44.65
5.68,2,1,0,0,1,57.8,6.2,97,0,2,0,52.5,2,1,70.76
5.89,2,1,0,1,1,61.1,6.2,52.6,2,3,0,83.5,3,1,53.47
5.4,1,1,0,1,0,51.5,5.6,83.4,0,4,0,53.3,2,1,78.12
8.55,3,0,0,1,0,79.5,7.8,75.3,1,2,0,58.4,1,1,47.54
8.5,1,1,0,0,1,59.5,7.9,43.8,0,6,0,76.5,2,1,71.43
9.74,2,1,0,1,1,66.6,4.8,64.5,0,1,0,49.5,3,1,69.75
6.14,3,0,0,0,0,96.6,7.4,93.4,1,4,0,51.2,0,1,44.96
5.49,1,0,1,0,1,71.2,7,91.4,0,5,0,66.6,2,1,84.81
9.75,3,0,0,0,0,97,4.2,85.2,1,2,0,33.8,0,1,44.01
6.52,3,1,1,0,1,37.5,4.5,63.2,1,3,0,64.1,3,1,51.84
6.28,3,0,0,0,0,96.9,4.3,75.5,2,4,0,54.1,0,1,41.29
6.7,3,1,0,1,0,100,5,86.3,0,4,0,59.5,2,1,77.41
8.31,3,1,1,1,1,37.9,5,94.8,0,4,0,73.9,4,1,85.25
7.24,3,1,1,0,0,69.3,7.6,92.7,1,6,0,86.9,2,1,75.54
5.35,3,1,0,0,1,75.5,8.5,71.1,2,3,0,76.9,2,1,71.36
8.21,1,1,1,0,0,67.6,9.8,55.2,2,6,0,103.7,2,1,67.78
9.53,1,1,1,0,0,46.9,9,40.9,0,3,0,64.3,2,1,62.28
9.62,1,1,1,0,1,71.2,6.2,82.8,0,1,1,50.3,3,1,65.02
5.25,2,0,1,0,0,91.2,6.2,42.7,0,4,0,49.1,1,1,37.72
6.66,1,1,0,1,1,73.1,9.9,56.4,2,6,0,114.4,3,1,87.05
9.49,2,1,1,1,1,42.3,5,88.9,1,5,0,92.5,4,1,84.32
8.61,1,1,0,0,1,77.6,5.7,59.4,1,6,0,76.6,2,1,60.67
7.08,2,1,0,1,0,66.3,8,55.1,0,4,0,64,2,1,68.57
8.13,3,1,1,0,0,56.2,7.6,62.3,0,5,0,66.1,2,1,61.08
6.63,3,0,1,1,1,74.4,9,61.1,0,1,0,62.7,3,1,57.62
8.1,2,1,1,1,0,43.7,5.5,47.2,3,6,0,108.6,3,1,92.18
